DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2022-0112-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),FRA,France,Western Europe,Europe,"Pas-de-Calais, Nord, Seine-Maritime, Manche departments",,,No,No,No,,,Kph,,,,2022,2.0,18.0,2022,2.0,18.0,,28.0,,,28.0,,,,,,,96.04634212554906,"[{""adm2_code"":16250,""adm2_name"":""Manche""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""},{""adm2_code"":16306,""adm2_name"":""Nord""},{""adm2_code"":16307,""adm2_name"":""Pas-de-Calais""}]",2022-02-25,2023-09-25
2022-0373-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,"Rouen City (Seine-Maritime Department, Normandy Region); Loir-et-Cher Department (Centre-Val de Loire Region)",,Hail|Lightening,No,No,No,,,Kph,,,,2022,6.0,4.0,2022,6.0,5.0,1.0,15.0,60000.0,,60015.0,,,,,,,96.04634212554906,"[{""adm2_code"":16264,""adm2_name"":""Loir-et-Cher""},{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""}]",2022-06-29,2025-03-18
2022-0465-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,42.0,°C,,,,2022,5.0,30.0,2022,9.0,4.0,4807.0,,,,,,,,,,,96.04634212554906,,2022-07-28,2023-09-26
2022-0525-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,Corsica,,Lightening,No,No,No,,,Kph,,,,2022,8.0,17.0,2022,8.0,18.0,5.0,33.0,,,33.0,,,,,,,96.04634212554906,"[{""adm1_code"":1256,""adm1_name"":""Corse""}]",2022-08-19,2023-09-26
2022-0697-FRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,"Normandy, Hauts-de-France, and Bourgogne-Franche-Comté",,Hail|Lightening,No,No,No,,,Kph,,,,2022,10.0,23.0,2022,10.0,24.0,,2.0,300.0,,302.0,,,,,,,96.04634212554906,"[{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""}]",2022-10-25,2023-09-26
2022-0804-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Building,FRA,France,Western Europe,Europe,Vaulx-en-Velin (Lyon),,,No,No,No,,,,,,,2022,12.0,16.0,2022,12.0,16.0,10.0,19.0,,,19.0,,,,,,,96.04634212554906,,2022-12-21,2023-09-26
2022-9405-FRA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,FRA,France,Western Europe,Europe,,Lack of rains,,No,No,No,,,Km2,,,,2022,7.0,,2022,8.0,,,,,,,,,,,,,96.04634212554906,,2022-08-09,2023-09-26
2023-0323-FRA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,FRA,France,Western Europe,Europe,"La Laigne, Benon, Mauzé-sur-le-Mignon, Saint Hilaire-la-Palud and Cram-Chaban (Nouvelle-Aquitaine Region); Charente-Maritime",,,No,No,No,,4.8,Moment Magnitude,46.212,-0.785,,2023,6.0,16.0,2023,6.0,16.0,,2.0,750.0,,752.0,,,,,445000.0,445000.0,100.0,,2023-06-26,2024-02-01
2023-0438-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,42.8,°C,,,,2023,7.0,,2023,9.0,,2734.0,,,,,,,,,,,100.0,,2023-07-24,2024-10-01
2023-0529-FRA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,FRA,France,Western Europe,Europe,Saint-André and Argelès-sur-Mer (Pyrénées-Orientales department),,,No,No,No,,,Km2,,,,2023,8.0,14.0,2023,8.0,17.0,,51.0,90.0,,141.0,,,,,,,100.0,"[{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""}]",2023-08-21,2023-09-26
2023-0598-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Holiday cottage,FRA,France,Western Europe,Europe,Wintzenheim,,,No,No,No,,,,,,,2023,8.0,9.0,2023,8.0,9.0,11.0,,,,,,,,,,,100.0,,2023-09-05,2023-09-26
2023-0724-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciaran',FRA,France,Western Europe,Europe,"Finistère, Côtes-d'Armor, Manche, Morbihan",,,No,No,No,,207.0,Kph,,,,2023,11.0,2.0,2023,11.0,3.0,2.0,16.0,,,16.0,,,,,,,100.0,,2023-11-07,2023-12-07
2023-0725-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Domingos',FRA,France,Western Europe,Europe,"Deux-Sèvres, Charente-Maritime, Charentes Departments ( Nouvelle-Aquitain Region); Isère Department (Auvergne-Rhône-Alpes Region); Pas de Calais",,,No,No,No,,151.0,Kph,,,,2023,11.0,4.0,2023,11.0,7.0,,50.0,,517000.0,517050.0,,,,,,,100.0,,2023-11-06,2024-03-05
2023-0734-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Pas-de-Calais Department, Hauts-de-France Region",Heavy rains,,No,No,Yes,,30.0,Km2,,,Liane and Aa rivers,2023,11.0,6.0,2023,11.0,7.0,,,3500.0,,3500.0,,,,,1650000.0,1650000.0,100.0,,2023-11-08,2024-02-01
2023-0761-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Frederico,FRA,France,Western Europe,Europe,"Clermont-Ferrand, Lorient, Tusson, Noirmoutier, Saint-Nazaire, Montlucon, Chassiron, Châteauroux",,Flood,No,No,No,,126.0,Kph,,,,2023,11.0,15.0,2023,11.0,16.0,,,,,,,,,,40000.0,40000.0,100.0,,2023-11-24,2024-02-01
2023-0866-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Nord and Pas-de-Calais departments,Heavy rains,Storm,No,No,No,,,Km2,,,"Aa, Helpe Mineure and Solre rivers",2023,12.0,30.0,2024,1.0,3.0,1.0,2.0,6048.0,,6050.0,,,,,,,100.0,,2024-01-04,2024-10-25
2024-0129-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Monica' (Elfi),FRA,France,Western Europe,Europe,"Hérault, Gard, Ardèche, Var",,"Avalanche (Snow, Debris)|Flood",No,No,No,,100.0,Kph,,,,2024,3.0,9.0,2024,3.0,10.0,8.0,1.0,,,1.0,,,,,,,,,2024-03-12,2024-03-29
2024-0183-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Indre-et-Loire Department (Centre-Val de Loire); Haute-Vienne Department (Nouvelle-Aquitaine); Côte-d'Or Department (Bourgogne-Franche-Comté); Saône-et-Loire; Yonne,,Storm,No,No,No,,,Km2,,,"Creuse, Gartempe and Vienne Rivers",2024,3.0,30.0,2024,4.0,4.0,1.0,,750.0,,750.0,,,,,,,,,2024-04-02,2024-04-05
2024-0679-FRA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,FRA,France,Western Europe,Europe,Near Cap Gris Nez,,,No,No,No,,,,,,,2024,9.0,3.0,2024,9.0,3.0,12.0,,,,,,,,,,,,,2024-09-24,2024-10-03
2024-0753-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Rhône, Loire, Haute-Loire, Lozère, Ardèche, Alpes-Maritimes, Paris area",Heavy rains,,No,No,No,,,Km2,,,,2024,10.0,17.0,2024,10.0,18.0,,,2485.0,,2485.0,,,,,,,,,2024-10-18,2025-03-18
2024-0867-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Storm 'Bert' & 'Conall (Sigrid & Telse),FRA,France,Western Europe,Europe,East and south-east France,,,No,No,No,,,Kph,,,,2024,11.0,25.0,2024,11.0,26.0,,26.0,,,26.0,,,,,,,,,2024-11-26,2025-03-18
2025-0048-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Storm 'Herminia',FRA,France,Western Europe,Europe,"Rennes city, Redon and Ille-et-Vilaine department; Brittany, Normandy, and Pays de la Loire regions",,Flood,No,No,No,,,Kph,,,,2025,1.0,28.0,2025,1.0,30.0,,2.0,1900.0,,1902.0,,,,,,,,,2025-01-29,2025-02-13
